Media URL,violation
https://video.twimg.com/ext_tw_video/1390338898056863753/pu/vid/1280x720/QlebAcjWwU1mm2Uc.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1389706082675838980/pu/vid/1280x720/DWbfA4jP976jKmqY.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1389571060257984514/pu/vid/1280x720/CrTDb8L0Au0m_pf8.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1388477768091021313/pu/vid/1280x720/ZrEzIUP71e5O50jR.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1387865676619071493/pu/vid/1280x720/7BES1xgP7NXnFkgk.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1387864414565634060/pu/vid/1280x720/vA18GIRrg4rjY3UN.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1387822086706671626/pu/vid/1280x720/o5QvHyW9DNGdPMQ3.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1386284723450810368/pu/vid/1280x704/xb4n1SzW4DZfGrfa.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1386264975220613122/pu/vid/1280x720/kZeIWpjdWTj4EzZQ.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1385810181397831681/pu/vid/1280x720/0-i0V_5ihWM-AMC3.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1385649985497272324/pu/vid/960x720/cLcs2Ga8sHDeohwW.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1384816345984929794/pu/vid/1280x720/YAAcDxqvHhnIupMx.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1384275383114108934/pu/vid/640x352/5K8_15ntD6-bqRM6.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1384120099045474311/pu/vid/1280x720/MVRq7V96xaxjxjCz.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1364691212494655495/pu/vid/1280x720/FkrEkMpejU7oRHyn.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1363247476547997696/pu/vid/1280x720/cl6XxP8peLmrr5si.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1363191068561399809/pu/vid/1280x720/_HVhJdTma4V_TuDi.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1363060662264553472/pu/vid/818x498/pnePElYb9VfAmvi9.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1361464507323842565/pu/vid/1280x720/K0T4Ss5BXAdwn5iu.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1359438627177119745/pu/vid/1280x720/tx_dRSbBr7XMXaQD.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1359288953388601344/pu/vid/1280x720/LMHXDY0_84YNnYqP.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1359216814593613826/pu/vid/848x480/bbrYe1ShjnZ1rYvS.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1359105055320928256/pu/vid/1280x720/m0h1zxBQS_8SNoSs.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1358580255418630148/pu/vid/1280x720/TJ9KS7lthGfqcnFB.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1358018218196164610/pu/vid/960x720/FUBUIbv5O3dGThRs.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1357753583211528193/pu/vid/1280x720/EXwPcb8MIpqOy23N.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1355995251048124420/pu/vid/1280x720/hr_OhZWNOSrq147y.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1355662580870754307/pu/vid/1280x720/fNm35oV6qlLA7wS9.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1355662307221786630/pu/vid/1280x720/83PimRrHTQh3FVGZ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1355662186010521600/pu/vid/1280x720/_AOkR9aO8HCINMJV.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1355662101608624132/pu/vid/1280x720/IUxymNrGIFKxvmsZ.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1355364884444274689/pu/vid/1280x720/fUR3h0__3S05AKNF.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1354702465577447424/pu/vid/1280x720/Lm9wGlYoc5SwGXGD.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1354558393843900417/pu/vid/1280x720/1M5SBaXqRAcExMpQ.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1354329697279160320/pu/vid/1280x720/IfzxxHsDwY0GhEBX.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1354218773620944906/pu/vid/1280x720/OAjk1g1tFejetuvq.mp4?tag=12,0
https://video.twimg.com/ext_tw_video/1353959477104488448/pu/vid/1280x720/-pcm5dsAp7tsg1FN.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1353367286757937152/pu/vid/1268x720/6XJZFCiD31JjPomg.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1353042901555683330/pu/vid/1280x720/0YheiHezTNtsswJt.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1352146666581848066/pu/vid/1280x720/8ESfYro8PY3uaEbA.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1351601411994353670/pu/vid/1280x720/ap2_Y7sSONeeoifK.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1349334674435354624/pu/vid/640x352/ckP-riDVjs2ttHsU.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1349272114474450944/pu/vid/960x720/hnQr4DwJRKpiaMsT.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1349048352390983683/pu/vid/1280x720/ucmfS-GY-mwCvNkF.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1347283200100491269/pu/vid/1280x720/bwhFrIg9x6YlLujQ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1347233047628931074/pu/vid/640x352/OaKwE_0xuWTq3v8M.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1346713997735829507/pu/vid/960x720/30LxP3X5tsIhuMFp.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1346713336881295360/pu/vid/960x720/AmeTn8aRBHGkT_xG.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1345460325173362697/pu/vid/720x480/XrQaksrICb7U638w.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342677433837875200/pu/vid/1280x720/cLrQo_F-MAO9Uh4p.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342674249006403584/pu/vid/1280x720/SLkUlcp1LZ8KSgd1.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342672050503249920/pu/vid/1280x720/TdN8jyume060h95h.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342211949568925698/pu/vid/1280x704/lwnASkTBnFFah3DV.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342197961485393923/pu/vid/1280x720/uMDRoupqwev0ht5K.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342073295810736128/pu/vid/1280x720/5zlZRM1TCO9QcYb6.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1342003451291643904/pu/vid/812x462/ELp_5p1P_z64DvdS.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1341787756930985986/pu/vid/1280x720/4-bcKClWnjxDJJDI.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1341665688625274885/pu/vid/1280x660/TSF17ZM2Ky48FnuL.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1341101926285516801/pu/vid/1280x720/_Z6IfzuurAFAQ0sI.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1340354111141785601/pu/vid/720x720/EL7o6_mmoMJqNPZc.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1339489993912442885/pu/vid/1120x720/otuSDN6lxgiNsfNJ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1339380843102564356/pu/vid/1280x720/RTAIQkZADeBdyusq.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1339377998412324867/pu/vid/1280x704/zU559hdzksLl21O5.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1339364036899729408/pu/vid/1280x720/pEBDfFnULd1aQOjw.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1339349951139213319/pu/vid/1280x720/tf8B_3yFZIbuOELB.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1338819425668100096/pu/vid/1280x720/pFt0BU1qIpnUydxI.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1338230594304679937/pu/vid/1280x720/EERCytUbN-UPBvFm.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1337601734785503234/pu/vid/1280x704/AIAN5MIeKbR94e3j.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1337554110128807936/pu/vid/848x480/EgqdQtLyIsBhEPc5.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1336064909898113028/pu/vid/1280x720/3MLhWwRQx90bjF5s.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1336038694441119746/pu/vid/1280x720/Vf1yttqAsocW5vdA.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1335897464721825797/pu/vid/1280x720/jtSDDIWJjWCwom1n.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1335653899659829252/pu/vid/1280x720/SnqE4HRTb3sQv52L.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1334975572963975170/pu/vid/1280x720/FiiITjITBP1xANPJ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1334506201254682625/pu/vid/1280x720/rFseT3E6pIeoOYCJ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1333854473492574208/pu/vid/1268x720/9IFr7z6jSeab8up9.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1333851233187221504/pu/vid/848x480/BLU4ITJ-3Lx43st9.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1333391354051833857/pu/vid/720x720/wOcjNUfWyRejESRZ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1333182851429306368/pu/vid/1280x720/9frvaCwnqiSGvsK3.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1332740838225571845/pu/vid/1280x720/vDWF8HzJq62lEfii.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1332643133448925185/pu/vid/1280x720/3-YZVs1AN9vf8ysJ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1332280714524495872/pu/vid/1280x720/d4zIlnvxKJd5UoVo.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1331989741902974984/pu/vid/1280x720/JB1slviZi5m77iYU.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1331557308556587008/pu/vid/1280x720/I-1VcsRetD6WXsUK.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1331241994543390724/pu/vid/848x480/fZL9dO8WTx3uyQ9b.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1330995927507750915/pu/vid/1280x720/fIZ_NsULrNPQSjbS.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1330975158207729666/pu/vid/1280x720/U7YoSICG_a5wncMe.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1330924827088183300/pu/vid/1280x720/WHb4AvreLo24ETIz.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1330732356551012360/pu/vid/1280x672/5w2tL9VCQmkn0-qa.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1330594699737001985/pu/vid/1248x720/c-MDleajTFYYkjip.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1330309079835832327/pu/vid/720x1280/IcbkCLOIGcQpFW7f.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1329425552630013954/pu/vid/1280x720/sAYrmUhZSPDjx1B8.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1329394355220733959/pu/vid/848x480/wNTSO5GkifZdactg.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1329126313194614784/pu/vid/1280x720/dDTgEAopf_59eWrw.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1329009770175590400/pu/vid/1280x704/zhAHOEm6Cl7E6DRx.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1328957040157462528/pu/vid/1280x720/IHnEJMo_kKw1gUPi.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1328941484557660160/pu/vid/1280x720/PpYzjr3QZWneFGdm.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1328135823364132864/pu/vid/854x480/4MknbXxf70l-8G_i.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1327717737276338176/pu/vid/1280x720/_jV3ppXXfRHug3Lp.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1327216600982966272/pu/vid/960x720/-XGcnT8BWWv2zeMv.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1327178703277846530/pu/vid/1280x720/KICxIdTFLtZN0pXd.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326947528013721602/pu/vid/1268x720/HVIbzuG8c6YbQus2.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326908636942266368/pu/vid/1280x720/KSVrD5X7qE6IRZNP.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326636808868859906/pu/vid/1280x720/S6nCt9EV1Y6Fvm4O.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326505098462318593/pu/vid/1280x720/sQBPM_k5nntlb-Ue.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326303432383340544/pu/vid/1280x720/Vde-SFl7Zi-uQJOX.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326245543937445890/pu/vid/1280x636/d2of9BE0hKVYhVIZ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1326223294039732224/pu/vid/1280x720/WlDRm2937WeiE8gA.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1325540919567847426/pu/vid/1280x714/HD_GR9ki6J6Ou4VT.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1325490392461160449/pu/vid/1280x720/a2Bha0ki2ruhaGB5.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1325299548915462144/pu/vid/1080x498/vn2U2_mNucloNZby.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1325053735022829569/pu/vid/1280x720/b02M_oFUPXNhsG4m.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1324819579202424833/pu/vid/1280x704/lUgazjpE46NzBCQp.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1323628926447554563/pu/vid/1280x720/xmo_5q0oGgPL6iG8.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1323197201888268290/pu/vid/1280x720/R6tP2EYJs_ABwpRf.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1322467530393477120/pu/vid/1280x720/P-l16-yWG0X37GAe.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1321940668479164416/pu/vid/1280x720/583oOksA9xQ9Pci4.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1321844491968458752/pu/vid/848x480/VV1JeP112o9OcC8C.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1321778609451864064/pu/vid/1280x720/llCXxCHH_c4oSvql.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1321015734747697153/pu/vid/1280x672/jFfBSNDVCdgaYnVV.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1319410681658118147/pu/vid/1280x720/K_o36GLTfRIvPYjX.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1319290305460326401/pu/vid/470x292/lGWuclL71bc_rNBC.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1318893511773741058/pu/vid/1280x720/kyj8mPRm7OqQIBEx.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1318774379497558018/pu/vid/1280x720/FCnfhuQd32LN3Bzm.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1318271268303605761/pu/vid/1280x720/al3YQfpVGx6ErqCt.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1318045689050521600/pu/vid/1280x720/yzdhwS2sWWYMY5KG.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1317817708793237507/pu/vid/1280x720/Yyw4knrm-lhpwEgc.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1317547814331830286/pu/vid/1280x720/89V_5fU962XjMH_K.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1317542998796914688/pu/vid/1280x720/b0x1-jftPEq6FKD4.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1317488700029284360/pu/vid/1280x586/yBHhOwg0CjiDfwSI.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1316780268460572676/pu/vid/1268x720/0Uv3Y5ZNB5sg6k5o.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1316754215566479363/pu/vid/1152x720/1RmmE1EMyjU7UdXu.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1316727122300411916/pu/vid/1268x720/5GrVkJlOYQ_Djm89.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1316571467065294848/pu/vid/640x352/YgbjokPD8D42wmF4.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1316331083256954881/pu/vid/1280x720/c0Ee1xS2Cz8ElEzx.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1316172405048512513/pu/vid/1280x720/lnPg0FdwUxRVp0wJ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1314277034173116417/pu/vid/1280x720/plPMTQ3KhlTPsQIW.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1313954358288158721/pu/vid/1280x720/YYPdafkg8rRfqa-f.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1313857864008638464/pu/vid/1280x720/JbiYZfjv8L-QGPcI.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1313787682225610753/pu/vid/1280x640/-6vZDhVrZAsbW22e.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311641800961069057/pu/vid/1280x708/PE2AGcm48l-hWFtO.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311413302682161152/pu/vid/1280x720/DeJkEONjFNplnyt-.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311387718077865984/pu/vid/1280x720/k4rHELWkSo39jJcs.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311280265415843841/pu/vid/1280x720/Qg29wDXyRn_OH6yS.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311227133067513856/pu/vid/1280x720/0-tMU11Cx-HyBJtd.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311226601280090112/pu/vid/1280x720/4L9f9DTWjptIEqCk.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1311135186701168642/pu/vid/720x406/Cc846I_mgTdTXqjH.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1310906068910903296/pu/vid/1280x704/9v5k-bPYZyI_6nw2.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1310528934526832640/pu/vid/1280x720/0BxRVLx1ew0YrZXj.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1310286867733020673/pu/vid/1280x720/0iQmbPcxm749-CFh.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1309691578080989184/pu/vid/640x352/x_KJNAjBfBCcuMN2.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1309065254970830849/pu/vid/1280x720/4SnnzSM3IJfyDc6C.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1308862474121338886/pu/vid/1280x720/4JRAOQ29HzJEzV6X.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1308857067650908166/pu/vid/1280x720/FFiub_-S1x1xTTXT.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1308375294370295809/pu/vid/1280x720/Ut3JPWjhD_dEaBfx.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1308149152371572736/pu/vid/1280x720/wgC8cu0xVMP4CjlJ.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1308070262089355266/pu/vid/1280x720/MrGdU7LRNqZF2zpD.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1307735639572578305/pu/vid/720x720/nmYkmA9u_SFXj02o.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1307405003682983938/pu/vid/1280x704/WqGj9glaiAm_vAOL.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1307327164686258177/pu/vid/1280x720/AYIRyJ-1U1lG89Fy.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1571599040793411584/pu/vid/1280x680/xZsp-zq-lMifZe21.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1570846051942162438/pu/vid/640x352/OAtYH9Gv74xNGKzI.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1567821714184175616/pu/vid/1280x720/_1BIV4utzqhN2zsm.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1563501001528684546/pu/vid/1280x720/ZdYOHKeNBi1IKVDB.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1562801616998342656/pu/vid/1280x720/muyZfmNcdWWHR-46.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1562229962995912704/pu/vid/640x360/aJn1PonUhlOAnpEy.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1558791253105459203/pu/vid/1280x720/GTYcmXaIbov-eAvY.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1451227963345805312/pu/vid/640x360/3KwaKwHXPzTB4EIe.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1430243075549548554/pu/vid/1280x720/1Os655ZxZR0-fiA9.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1429909082824130566/pu/vid/1152x720/puZpRID7SxzrBIT4.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1378020851610742791/pu/vid/1556x720/ZVVLqFHafWrHuuzl.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1379400241523359744/pu/vid/1280x720/BJDAl8ntxSN2_A08.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1378020851610742791/pu/vid/1556x720/ZVVLqFHafWrHuuzl.mp4?tag=12,1
https://video.twimg.com/ext_tw_video/1367076141081722881/pu/vid/1280x720/JL4cEVQcQMuqJYbs.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1363595168281198599/pu/vid/616x616/WuSeheh7z2vL7QNw.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1349334674435354624/pu/vid/640x352/ckP-riDVjs2ttHsU.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1349333721644720128/pu/vid/640x352/LczE7Lp5AkQdFfp5.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1348784856696807424/pu/vid/1280x720/kqn1Sbtul4oMc0fL.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1338577981623726081/pu/vid/1280x720/z3u9iDTRs_x65aHq.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1214642401953890305/pu/vid/560x320/Ko6b--ZDqF5t8nf-.mp4?tag=10,1
https://video.twimg.com/ext_tw_video/1328957040157462528/pu/vid/1280x720/IHnEJMo_kKw1gUPi.mp4?tag=10,1
